start_id_a,start_name_a,start_id_b,start_name_b,meeting_step,meeting_id,meeting_name
6739536d-b334-46c6-ae80-4890afac7985,Lavrica,f66a1f18-4c18-4317-b929-fb616cc7cebc,Hruševska,1921,a0e0a21b-b8ce-4d76-bbc2-04e179367fee,Šola Jarše
7ea32e84-b8d9-498b-9f03-5a66990012b9,Rožičeva,b8533150-cf69-441a-8fc4-18f39cbef16b,JEŽICA,1157,a9796806-8cd3-4b76-bf8c-4340aec35c9e,Lutkovno gl.
2edaabef-ed43-4b87-ba95-a5600c33250f,Bratov Židan,ae3f312a-4242-4a42-8df2-5990505a7747,Sp. Gameljne 3,347,4d216485-ef41-45e7-9182-0c254644955c,Sava
25c85d19-456c-4188-b563-15ad467a54c7,Vič,7fad8003-fb10-489d-bf8d-6d433310ad90,Nove Jarše,5001,TIMEOUT,TIMEOUT
81a7167c-7913-442e-96c5-20dc6e25d74b,Vaše,6182f8e8-c45e-4606-b4a4-d909bd44d2cc,Gornji trg,1020,a719a87c-4e93-4387-a6d1-2631a487f7e0,Ajdovščina
28248670-5e08-4de2-8eab-e63933c0d61d,Podmornica,30131bc3-a0f7-4cfc-9e4d-552b325c0ba7,Radna,5001,TIMEOUT,TIMEOUT
ef3024a8-1d7f-4cf5-ad3b-74528eaa9c51,Stadion Domžale,36c7bbd0-50d7-4b5d-b9b3-9dadd37ac50b,Cesta v Kresnice,5001,TIMEOUT,TIMEOUT
c6dd10bd-c21f-4a0c-9c7d-99e488a173d4,Šentjakob,c969f066-aab5-466d-b4db-48e651a4a12e,Lahova pot,5001,TIMEOUT,TIMEOUT
d867fec1-5147-43db-b004-08d2797f50e3,Pod Golovcem,1d7af067-e43b-4a98-953c-75f1b267d9ce,Ig,1022,db046e79-c658-433c-8812-157fd965a9f6,Galjevica
8f56b058-1ae3-44f5-8600-4330f2264d78,Privoz,5881f75e-9383-49b0-811d-04c864ba1605,Sp. Gameljne 1,2183,bea274aa-277a-403d-ab2f-a0342b28882e,Križanke
318d4398-e152-498b-b4ff-1344c67adba6,Razstavišče,318d4398-e152-498b-b4ff-1344c67adba6,Razstavišče,0,318d4398-e152-498b-b4ff-1344c67adba6,Razstavišče
cad3370f-7a28-4a47-8d5a-187adab3ca21,Polje-kolodvor,53806659-b339-4e68-af4a-4325c16b6026,Iška vas šola,716,b0b32562-f5dc-4183-abba-5729adf98088,OPEKARSKA
9a1c4c65-df77-481f-87ad-56143f02a864,Vižmarje,c3188d8e-c2d3-40e5-acc2-14bef70a5ff4,Za travniki,4446,6efecef0-52ba-4a47-9991-9bab5ce31340,Ajdovščina
259de009-1345-4169-920b-baeaceade993,Primožičeva,bb995fbb-29c8-4035-9503-ae33320833a8,Cesta v Zavoglje,873,91fb6c6e-49cf-49d3-97d4-6ae228f9bfa1,Sostro
125d4928-6b97-4a4b-af34-a2d1564c029c,Zasavska,2e6c059c-0305-47bb-9ca8-00a2123039e9,Štepanja vas,4423,b91edda3-a147-4599-bebf-85e145de085b,Živalski vrt-ZOO
87785aa3-128e-4f15-82b0-d8c3cfa6076f,Spodnji Rudnik,d5961b09-f5e8-4a0b-9bbb-2515ff0a8376,Ob daljnovodu,3106,db9f7130-0bc2-4f3e-b8cd-07cfe96b1f8f,KOLODVOR
c86d5f37-52ee-4e3a-99b5-b9554118c4d5,Mihov štradon,995cbd67-507b-4c32-b794-0ff48e0a3de9,KAMNA GORICA,1948,3fbf6322-fb74-4a50-a81a-bfca73abc26b,Tacenski most
cab36767-e95a-4f60-978e-92490f2517b2,Hrvatski trg,d9224caa-d582-4152-88e0-be720677fe16,Sp. Gameljne 3,5001,TIMEOUT,TIMEOUT
b2cf1f2c-3c77-4a23-891f-3cdbcda92f19,Škofljica žaga,1632ee87-59dd-4367-bf10-9d13aa688e82,Tržnica Koseze,5001,TIMEOUT,TIMEOUT
95eee7e8-237d-4410-a9bf-00c6f88129c1,Cukrarna,da656f17-9723-4cbe-a008-823cbad17c28,Dolgi most,4049,717dda7e-d793-4697-8f60-b64ee8b1edc4,Gosposvetska
6efecef0-52ba-4a47-9991-9bab5ce31340,Ajdovščina,075a6b29-66cb-409f-89fe-37d50669eff4,Elma,1260,9bb1ed3b-5a6f-43c7-afaf-ba2b60ca1a7a,Aškerčeva
dfde6478-02b5-471b-a470-29cb0e84542f,Slovenija avto,3866c761-7fa4-4a4a-b913-75569da498d9,Samova,5001,TIMEOUT,TIMEOUT
0b4a072e-6c2d-4c71-ab80-2b7142df81de,Tivoli,4038e02e-f22f-4af0-ba4f-7aab855b53af,Kneza Koclja,3861,295616c0-387b-4f60-a337-7743cd6be04e,Bavarski dvor
baab981f-b707-4b2e-8291-6175f7ceb255,Ilovica,f4cfd904-bd11-4247-95df-32c4555a930f,Klinični center,301,eead721b-8996-4e73-a2f9-02dba20df4fa,Ilirska
1a1ee974-5091-4fa7-96a2-0c2508892aa3,Saturnus,7276f267-9837-4c56-aad3-f8cd555060da,Prežganje šola,5001,TIMEOUT,TIMEOUT
baab981f-b707-4b2e-8291-6175f7ceb255,Ilovica,862efb04-bcf5-493a-929d-242fb91ba5f6,Elma,4975,45b36327-9a1a-4cd5-8261-53217326b22f,Podlipoglav
95be8f74-3ed5-4cf1-aabc-b1c0027ea628,Pece K,34f3ddda-e732-4b53-bfb2-8773b5cd6eac,Sp. Gameljne 2,5001,TIMEOUT,TIMEOUT
a6fde748-bb91-465c-8665-20cbaed7df19,V. Lipljene,60edf514-fd83-400b-b86f-881f7eff258b,Hladilniška,5001,TIMEOUT,TIMEOUT
2ec182e2-769f-427f-b9b5-c4118890cb96,Stožice,b2cf1f2c-3c77-4a23-891f-3cdbcda92f19,Škofljica žaga,1100,69f98a9c-d52d-423a-b44e-89b6320a7a88,BTC-Merkur
717c914e-f928-4671-95f6-26c1ddb95799,Cesta v Gorice,f174a648-9e84-492d-9ccd-0756b49c773b,Capuder,1348,28248670-5e08-4de2-8eab-e63933c0d61d,Podmornica
e26da28a-b9c3-41b8-b57f-87b289b38e08,GD Gameljne,1ceecd12-b005-4828-ad39-8f2aeb1ca228,Iški most,5001,TIMEOUT,TIMEOUT
5aeac892-889f-4c5a-8fde-67e6ac096242,Dobrunjska c.,83a62071-0161-47a2-b745-eafb5e945632,Goričane pod gradom,5001,TIMEOUT,TIMEOUT
12618339-2c2d-49ec-b0e0-2517c11991f8,Mirje,f496ecc3-28fe-4361-9da8-428bbf3bd672,Ljubljanaska,5001,TIMEOUT,TIMEOUT
557f714a-6f4a-4c98-8c5a-d74fa34b2adb,Hrvatski trg,7c37b809-4d6d-497c-a53d-38663e91c088,Bizovik,2288,5d7f28a6-2a2a-4333-aa06-48edfb652f86,Pošta
ec88f05d-3035-4f09-8560-72571bc0b125,SAVLJE,e4635b94-348c-4c69-be85-1160488e5e43,BTC-ATLANTIS,5001,TIMEOUT,TIMEOUT
233daca5-913b-4e10-bf34-18b1c8c77019,Prelog,ba59baf4-dd00-40a5-80e7-3eee6b9d8b09,Golouhova,5001,TIMEOUT,TIMEOUT
34ead609-4331-48ab-8e82-52dd70da9832,Ig Petrol,c0e6a237-3879-4336-88b6-5af51408cc7e,AMZS,1590,33613e0e-f41c-4cee-804a-3942bf698e3e,Iški most
0bb103e4-c4a6-4c4c-a13d-217ab4e6dfd3,Cesta na Vevče,2896bfa8-0586-4ed1-8d93-c5c6e1ff3d72,Vikrče,1855,938c9405-72bb-4acd-bace-a75abcf2f9cb,Na jami
98239279-bb80-4070-965c-dc87525019e2,Vikrče,824255dc-9be8-4f7b-9b69-2bd4e5a3fc27,Pohorskega bataljona,5001,TIMEOUT,TIMEOUT
fb662324-f307-452f-9b00-0275dadfd382,Ig Petrol,daf172e0-4dd9-4d5b-8287-67ad2034bced,Stadion,5001,TIMEOUT,TIMEOUT
b905ae6a-f1e1-4057-8923-481902ed5a8e,Konzorcij,0760a037-cd94-4936-89b6-45ce9bd19917,Mercator,1579,b5e26d7f-8a91-4360-9811-2e8e05d27382,Bratov Babnik
390d166c-b2fe-486c-bba5-38cd1ff64f48,Križišče Sostro,d7d791d9-02e0-4369-be0c-1546fc2044a4,Staje,2612,6efecef0-52ba-4a47-9991-9bab5ce31340,Ajdovščina
86303165-4af4-4fcd-b0f9-43ed865454f4,Glonarjeva,311a0b74-0787-484b-b414-8adf1cd4cf58,Polanškova,1703,5b59d508-0860-4f50-b5ab-72a79046b488,Snoj
81b6f6ad-6dd6-4e3f-a0bd-754a65a3e57b,Šlandrova,f07c916c-6fc6-4acf-a334-0ab0d3c4f57f,Središka,5001,TIMEOUT,TIMEOUT
f2b27cbd-5207-4281-8f67-6369d0c50a9b,Kodrova,1069d764-9345-425d-8c4d-12d6ffa1fde1,Kališnikov trg,5001,TIMEOUT,TIMEOUT
bc19ad1c-00fc-47f1-926e-ddeb12f686ba,Živalski vrt-ZOO,71480129-1108-4659-bb1b-d62897a81d02,Polje-kolodvor,634,a769d1e9-8727-4190-b56c-5cdd8a49333d,Čerinova
3429cda2-6047-453c-bf54-952dfa6674c0,Klinični center,8a182298-1db3-4251-9cdb-a86efe72b8a7,Hlebš,5001,TIMEOUT,TIMEOUT
4f681273-89fe-44f9-aaec-76950722cc52,Študentsko naselje,295616c0-387b-4f60-a337-7743cd6be04e,Bavarski dvor,113,c87db9be-1fba-4102-a743-0ee4317dd5af,Bavarski dvor
ed50f692-09f9-409e-b7d6-05ff7711de6b,Vnajnarje,476c1b24-6f2f-4727-b610-645c50493814,Črnuče,5001,TIMEOUT,TIMEOUT
68c65382-15dc-465c-96b5-7f27af9d4a63,Stanežiče,ab987eb0-c970-4577-8db9-0cd507a6cab6,Ig AP,3082,5ddf10c0-90a5-4dbf-992c-23c0505674aa,Podgora
824255dc-9be8-4f7b-9b69-2bd4e5a3fc27,Pohorskega bataljona,5fe363f3-8297-448b-bde3-08f690c92d1b,Snoj,2238,c969f066-aab5-466d-b4db-48e651a4a12e,Lahova pot
6bd46cb7-9e5d-453a-878a-bcc38fb2a5f2,Sava,12304b99-9a07-485a-a101-eaca90495d48,Besnica šola,5001,TIMEOUT,TIMEOUT
6e7cab20-d7e3-474f-9a5e-f1e0ca6fae53,Hruševska,87785aa3-128e-4f15-82b0-d8c3cfa6076f,Spodnji Rudnik,4847,24df120e-0d0c-4353-8dda-c7ef0dc3dd5c,Križišče Sostro
41c8c7eb-62ef-45d8-b5b1-221dd3c0022c,Tbilisijska,8eeea585-6168-45b8-a5d4-336e61826043,Zapuže,5001,TIMEOUT,TIMEOUT
1ef524bd-2bf3-4c47-add3-044374897443,Andreja Bitenca,d5102041-8282-4c77-a593-edac0d0d4a34,Cukrarna,5001,TIMEOUT,TIMEOUT
b0d473cd-f35e-4a30-8d0d-70f16b92e8e8,Lipe,fcfe6ac9-74b3-4c13-96b7-6041f1454813,Kamnogoriška,3096,aee8e842-6083-48a7-b14f-cc3d112537bb,Opekarska
b9edd39a-4f64-4553-869e-bb77e617b9b8,Stanežiče,ef4a63e8-d956-4f09-80bd-8e4699418652,Kongo,5001,TIMEOUT,TIMEOUT
1b0f629f-acdb-4e94-8c54-018f4334ebf7,Križišče Sostro,5560d06d-4058-473e-abba-099b05d7cf07,Cesta v Zajčjo Dobravo,5001,TIMEOUT,TIMEOUT
6330ad8d-b582-4c92-bc7e-d3f206264f04,Tehnounion,5881f75e-9383-49b0-811d-04c864ba1605,Sp. Gameljne 1,5001,TIMEOUT,TIMEOUT
52c437c8-73ae-4db5-ac31-8e7cf5104826,V. Loka pri Viš. G.,b6816891-4b0d-4bda-8e12-176194efaefe,OŠ Maksa Pečarja,5001,TIMEOUT,TIMEOUT
fd0e405e-d5e5-45fc-8911-e48a178ad4a9,Selo,a6fde748-bb91-465c-8665-20cbaed7df19,V. Lipljene,5001,TIMEOUT,TIMEOUT
538ab00b-ee39-44e8-b5a4-62c2c6215bf6,Zeleni gaj,2628ca4f-8797-4672-aca9-47b325c58aac,Besnica šola,2862,0fb83496-463c-4123-97c6-669efe614d26,Besnica kamnolom
845b482b-dba1-4313-a476-e772691689cf,Pri Maranzu,e1e80207-5c23-47c0-a63a-121003b22807,Sp. Pirniče,2947,6c56976b-4ae1-429f-bcab-0cfc37e3580d,Zgornji log
4ab506fa-0fcd-431b-ace7-19ffa5f0576a,Reaktor,55e3f615-be6c-43f4-9858-e199862771a4,Pri Dogonivar,5001,TIMEOUT,TIMEOUT
66012072-6b6b-4775-8001-0887d18e09a3,Pod Debnim vrhom,08071ba1-570f-487b-9a36-01a046fb2788,Kolodvor Črnuče,5001,TIMEOUT,TIMEOUT
596e3cfe-bd4c-4afa-ba4c-33172dba9be1,Belinka,4ed69cbb-d738-450c-be11-7d96cd50ee50,Livada,1360,557f714a-6f4a-4c98-8c5a-d74fa34b2adb,Hrvatski trg
8d767444-3983-4409-bda1-d298b52c7bfe,Študa polje,bd001f58-6e58-49e9-877f-1fa36964fbc2,Na jami,5001,TIMEOUT,TIMEOUT
3f0c15b3-99bd-4c12-8f7a-df06c9536526,Pod Sivnikom,ef91fd44-5651-4fd4-b6f8-619fdef9da7b,Hajdrihova,5001,TIMEOUT,TIMEOUT
bbe542ee-a3f6-43cf-b23a-077c28b7d19a,BTC-tržnica,dba19980-8ca1-4847-b9b5-8cd419374ae2,Ponova vas,5001,TIMEOUT,TIMEOUT
cf94d70f-d211-4625-9037-014514562aa9,Lanišče,666bd186-7a9a-4e20-a466-e7b1918dda9b,OŠ Maksa Pečarja,5001,TIMEOUT,TIMEOUT
1f207e67-adf9-4da6-b107-3b58051d9990,Sneberska,5dcffe2a-1c73-4f7c-bdac-4084bb5201aa,Peruzzijeva,1135,156a6f62-9a67-4cf0-ad56-85a343c77cd2,Agrokombinatska
318d4398-e152-498b-b4ff-1344c67adba6,Razstavišče,d4fd9934-5253-4ab8-a779-3e9e2a30c5b7,V. St. vas,5001,TIMEOUT,TIMEOUT
7f45fe9c-917a-4571-9a74-9e940cd84f3c,OŠ Domžale,da656f17-9723-4cbe-a008-823cbad17c28,Dolgi most,5001,TIMEOUT,TIMEOUT
ba59baf4-dd00-40a5-80e7-3eee6b9d8b09,Golouhova,b8533150-cf69-441a-8fc4-18f39cbef16b,JEŽICA,3132,8d775324-59ca-429e-ad7e-8d522c52dbdd,Drenikova
a52cd7ac-c11e-4c8b-94a5-1a12b32595da,Jurčkova,eb8e8d9a-a3d5-4ec1-9356-26e0e41912d1,Pot v mejah,5001,TIMEOUT,TIMEOUT
65a6b01d-c9cf-4d4e-930c-5562156d7375,Besnica kamnolom,7ad774b6-172a-401b-b186-358aa2d560a2,Jarše,3066,48507e1a-32df-4552-9448-3b345760b75f,Cesta na Vevče
6cc5af3b-67ea-47f3-9e8a-10946c32b906,V. Lipljene,ff74fc01-faf6-4a78-a782-d8365538e7de,M. vas pri Grosupljem,82,6cc5af3b-67ea-47f3-9e8a-10946c32b906,V. Lipljene
ef31a8be-b01d-44cd-95cf-3db8e918af26,Emona,07b4c585-66cf-49d7-906c-50f1122c8e9e,Cesta XV,5001,TIMEOUT,TIMEOUT
60ccc570-3714-410b-aa31-43d3a4c593c8,Tržnica Moste,3a50f545-2fe2-45a0-8ed6-01635603efed,Dobrunje,2073,bb995fbb-29c8-4035-9503-ae33320833a8,Cesta v Zavoglje
66eec6a2-dfde-4d98-b690-e47f200367fd,Log,8a182298-1db3-4251-9cdb-a86efe72b8a7,Hlebš,5001,TIMEOUT,TIMEOUT
46f20d33-601c-4ef6-b86c-7c2bb4af52fa,Ježkova,2265e4de-a537-4f97-882b-c94c24aabfb0,Sostro,3596,938c9405-72bb-4acd-bace-a75abcf2f9cb,Na jami
484b5c91-1220-43ba-af79-84e712fcc46b,Slovenija avto,ef91fd44-5651-4fd4-b6f8-619fdef9da7b,Hajdrihova,5001,TIMEOUT,TIMEOUT
bd001f58-6e58-49e9-877f-1fa36964fbc2,Na jami,ee837fd9-7a5c-4f14-bbd7-a46f14eb07c5,Glonarjeva,5001,TIMEOUT,TIMEOUT
46847a61-d68a-4d2c-ad76-18e043d41430,Brglezov štradon,c6c83930-96af-4cbe-93bf-072a618502a4,Šlandrova,5001,TIMEOUT,TIMEOUT
cad3370f-7a28-4a47-8d5a-187adab3ca21,Polje-kolodvor,ee837fd9-7a5c-4f14-bbd7-a46f14eb07c5,Glonarjeva,5001,TIMEOUT,TIMEOUT
b905ae6a-f1e1-4057-8923-481902ed5a8e,Konzorcij,896f7627-7c1c-4742-a40a-6aadb85fe206,Viško polje,4429,2628ca4f-8797-4672-aca9-47b325c58aac,Besnica šola
d4c51b31-46fd-4da8-ba15-8068e666d483,Zadvor,7fcb0952-c77f-44b5-adf3-0aa2a2b8550a,BARJE P+R,5001,TIMEOUT,TIMEOUT
4c277b3f-c427-404b-ace3-2cd51656318f,Tehnounion,2f874852-bc80-4ff3-b6bf-a914e31251c8,Savske stolpnice,2050,a719a87c-4e93-4387-a6d1-2631a487f7e0,Ajdovščina
29589594-5959-4efb-8dda-7348e4e500a0,Kozarje,7484317c-269f-425f-8118-23eedab4e5f1,Tivoli,3891,c87db9be-1fba-4102-a743-0ee4317dd5af,Bavarski dvor
0b6c7b97-410c-48fa-be23-430c316f9b10,Stadion Domžale,ff1f708c-989e-4cc5-8e75-02717b5f9744,Študentsko naselje,2192,ff8f71b7-06fe-47fe-8238-9af5ee1b1dfd,Šola Jarše
459f82d2-cbe4-414b-b66b-0b794ea958ed,Smelt,111b2cdc-67ca-47bc-a8eb-8a4c6a0674d9,Tabor,5001,TIMEOUT,TIMEOUT
4d216485-ef41-45e7-9182-0c254644955c,Sava,34afe7f1-2d09-487f-983f-19c7dd5dae82,Brglezov štradon,2128,099976aa-17cc-45d3-add4-267985ab1533,Draga
29589594-5959-4efb-8dda-7348e4e500a0,Kozarje,6bd46cb7-9e5d-453a-878a-bcc38fb2a5f2,Sava,5001,TIMEOUT,TIMEOUT
e82569a6-73f3-4002-b7b5-0f83ee167535,Silos,807c11ba-4b3a-4e2b-82b5-abf5864fa4bc,Pot na Fužine,3215,156a6f62-9a67-4cf0-ad56-85a343c77cd2,Agrokombinatska
16ae0a39-ff9a-4aee-88b5-34502255fab4,Pod Sivnikom,7558099b-08a3-43bc-8056-49bcc5900a03,Cesta v Bizovik,5001,TIMEOUT,TIMEOUT
6a0b25cc-428e-47b5-831a-e89facfa7f26,Ziherlova,ea80411c-360d-4a33-861c-6533a1d67eef,Park varne mobilnosti,45,b56664c0-1dc1-42c5-b10b-52c3fb0dd042,Galjevica
9dfc0a62-bf4d-4670-83d0-4e26a6e56b32,Smelt,c15a2be8-fc53-427d-9cc6-a50bb305f68d,Tovarna Lek,3019,d50b2bdb-481b-4e58-ada6-47a028fc6382,BTC-tržnica
69f98a9c-d52d-423a-b44e-89b6320a7a88,BTC-Merkur,4e8ccfa1-b58c-4ee1-ad82-2e8a645071f3,Sostro - 2,5001,TIMEOUT,TIMEOUT
ff1f708c-989e-4cc5-8e75-02717b5f9744,Študentsko naselje,ff74fc01-faf6-4a78-a782-d8365538e7de,M. vas pri Grosupljem,5001,TIMEOUT,TIMEOUT
d4fd9934-5253-4ab8-a779-3e9e2a30c5b7,V. St. vas,e7789f42-0ad7-44d1-974b-42a3f4957291,Strelišče,5001,TIMEOUT,TIMEOUT
4e8ccfa1-b58c-4ee1-ad82-2e8a645071f3,Sostro - 2,70c51140-f3ee-4c89-a6e2-ed74dab89148,Bilečanska,5001,TIMEOUT,TIMEOUT
3d0466c6-82f4-4a8e-ac5f-18d4dab794ac,Ihan Flerin,30c30bf5-75c4-4dc0-995f-4679ef54d37c,Mostiček,4292,9a1c4c65-df77-481f-87ad-56143f02a864,Vižmarje
10d57057-b305-4b7a-806b-3373014db962,Nadgorica,e0c253d0-1de7-4add-ac75-8b16151fa462,Dobrunje,4960,2d6504e9-c938-417e-9b55-32d6514bc744,Kristalna palača
7558099b-08a3-43bc-8056-49bcc5900a03,Cesta v Bizovik,25ad5579-f6a0-4f35-a0c9-0678b41e9dde,Križanke,5001,TIMEOUT,TIMEOUT
45bff76d-bb00-455b-aa12-7ea49ad9a4f0,Vaše Helios,010c271e-49ca-45a5-91ac-8ba8d41ee7f3,Čerinova,5001,TIMEOUT,TIMEOUT
5fe363f3-8297-448b-bde3-08f690c92d1b,Snoj,59d96e2c-3ee3-4581-840a-3ddaf0003743,Osenjakova,1463,ff8f71b7-06fe-47fe-8238-9af5ee1b1dfd,Šola Jarše
6cc5af3b-67ea-47f3-9e8a-10946c32b906,V. Lipljene,7b822496-7ea4-4ce8-b78c-1d021c68a9ed,Puhova,5001,TIMEOUT,TIMEOUT
4ec1b435-1683-4cd7-a4d0-688cc9f3b603,JEZERO,e97befb6-5dc6-4603-ad5e-3aa96b4b2221,Rožičeva,5001,TIMEOUT,TIMEOUT
12618339-2c2d-49ec-b0e0-2517c11991f8,Mirje,97627b9b-fa2e-461a-97ea-a15df7599598,Pot Rdečega križa,686,bea274aa-277a-403d-ab2f-a0342b28882e,Križanke
bea9f247-4e88-4d7c-9387-8cd9342acb8c,Sora OŠ,184817a9-ca88-4c82-a40b-5768991da3df,Podpeč,3678,6efecef0-52ba-4a47-9991-9bab5ce31340,Ajdovščina
813b7c8c-5236-405a-bb0d-092a5d93c2a6,Kavčičeva,d0790612-d161-4be4-953d-a7a0c33acf1e,Cesta na Brod,1316,bf990a3a-96e9-42b7-9147-33e85bd24c05,Ihan Flerin
3429cda2-6047-453c-bf54-952dfa6674c0,Klinični center,91745353-dd19-49ee-beaf-332e546dcceb,Zidarjevec 2,1601,feb89b92-366d-4f50-a509-40c7baba8cf0,Brodarjev trg
42bcfbad-96b8-4ce2-96f3-07694e1bcfe2,M. Lipljene,3d9e90f6-2b67-4f24-9cc4-7c2063a08410,Japelj,5001,TIMEOUT,TIMEOUT
163da3ae-0ab9-480e-b72d-16357e0a9061,Golouhova,9746f277-af08-4cce-92fa-41da5eca8ac2,BERIČEVO,3375,4038e02e-f22f-4af0-ba4f-7aab855b53af,Kneza Koclja
795c157e-21e0-4115-85aa-93c227e3420f,Domžale,a9796806-8cd3-4b76-bf8c-4340aec35c9e,Lutkovno gl.,5001,TIMEOUT,TIMEOUT
81a7167c-7913-442e-96c5-20dc6e25d74b,Vaše,84578591-7543-4105-8465-9df30256360d,Šmartno,801,9a1c4c65-df77-481f-87ad-56143f02a864,Vižmarje
1df1835b-cfd3-40e7-9466-9c9d43642bed,Zaboršt,24ab9d18-4fb9-4e7e-b48c-d5cdc9cd1305,Agrokombinatska,5001,TIMEOUT,TIMEOUT
6e7cab20-d7e3-474f-9a5e-f1e0ca6fae53,Hruševska,e0f10330-ad34-453d-baf4-d6c601cb6cf8,Blaževo,5001,TIMEOUT,TIMEOUT
f088dbda-3ab0-43c5-bcdf-c727725c05be,Brdo,6c56976b-4ae1-429f-bcab-0cfc37e3580d,Zgornji log,5001,TIMEOUT,TIMEOUT
c22879e5-8e90-4540-9a74-5f139208e492,Friškovec,0df2ffa6-b1c8-44d0-900c-8b23b37794df,Spodnji Rudnik,5001,TIMEOUT,TIMEOUT
1e157c31-d34d-4c2e-91b4-8c000c88f6dd,Kardeljeva ploščad,8561e9fb-03e0-46f1-802d-b376d26a8ea5,Drenikova,2388,5c38ad77-8124-42b3-810f-04703daec8b4,Šentjakob
4b847ac2-4c41-4fc1-a497-9ce4deaab8b1,Zavrh,94c6598b-7303-42e1-94d5-156d7a25f630,Gerbičeva,5001,TIMEOUT,TIMEOUT
0bb103e4-c4a6-4c4c-a13d-217ab4e6dfd3,Cesta na Vevče,b4634750-8d91-4625-b40d-1da9665e70f6,Podpeč 1,5001,TIMEOUT,TIMEOUT
9cd1e7f8-8ccf-4469-bc25-25d138605c67,Akademija,42bcfbad-96b8-4ce2-96f3-07694e1bcfe2,M. Lipljene,5001,TIMEOUT,TIMEOUT
5c9baa4c-9ee0-4263-be22-72f5a73c714d,Škofljica Petkovšek,1b27d65a-1008-4bc9-928e-f6cb43b03804,Besnica ambulanta,5001,TIMEOUT,TIMEOUT
f07c916c-6fc6-4acf-a334-0ab0d3c4f57f,Središka,d3a6cbf3-65f0-4db8-9a10-1460763eac8e,Hrušica,5001,TIMEOUT,TIMEOUT
717c914e-f928-4671-95f6-26c1ddb95799,Cesta v Gorice,d08c4884-9764-447f-9b79-0ef7a645222f,Ledena dvorana Zalog,5001,TIMEOUT,TIMEOUT
bd1396f2-4dc8-4695-9bf1-c601157100d8,Preglov trg,96d4c75b-6452-4c70-a31e-c234262ba38b,Veliki štradon,2280,a5eb15d2-f0cb-46a6-b888-6a9aad6bc5b6,Sadinja vas
1b3d51e8-8b5e-4b31-a63e-9d665243c2f1,Nove Žale,d7384760-d854-492d-87af-f342cab37fc1,Brinje,5001,TIMEOUT,TIMEOUT
acedfed0-a3ba-4fa3-8cd6-910783961f0a,Goričane kopališče,845b482b-dba1-4313-a476-e772691689cf,Pri Maranzu,3935,eb165f50-9c43-4b09-9658-469a16d3dc83,Kodeljevo
278a9d60-64c7-4bfa-aad0-24068aa760af,Sadinja vas,f073b9d9-a3e3-4d04-a209-0db55377b79e,Zmajski most,4774,5d7f28a6-2a2a-4333-aa06-48edfb652f86,Pošta
7e780e7f-3665-4ec7-a910-eaf6e9d82551,Kajakaška,8dde1a7b-e3ec-4675-8409-2a2c4ae696c7,MESTNI LOG,1343,41c8c7eb-62ef-45d8-b5b1-221dd3c0022c,Tbilisijska
d08c4884-9764-447f-9b79-0ef7a645222f,Ledena dvorana Zalog,b698a890-05b8-40f6-a3a6-4f4c0a820f97,Kongo,5001,TIMEOUT,TIMEOUT
6bd46cb7-9e5d-453a-878a-bcc38fb2a5f2,Sava,9b85d4b0-c594-4e0e-9ce2-d0986256c270,Tavčarjeva,1181,306dcdea-b1ce-4357-ba5e-fa82293630df,Kolodvor
58db973d-ecbb-4aa6-a56c-c26aaff7f263,SŽ ŠIŠKA,45b36327-9a1a-4cd5-8261-53217326b22f,Podlipoglav,5001,TIMEOUT,TIMEOUT
cf22c7c2-776f-4bd7-ae1a-dc4f25983c19,Študa polje,ab987eb0-c970-4577-8db9-0cd507a6cab6,Ig AP,1572,96d4c75b-6452-4c70-a31e-c234262ba38b,Veliki štradon
54c591c0-7bbb-4489-9229-57b18f95827a,Stara cerkev,61f19c68-2d5e-4d76-bdd4-28709a347b5b,Spar,681,d4c25d68-c340-431b-a646-7680fe0cefee,Pržanec
a999f83e-4e6a-4ef9-9a10-e4a2c8a4a182,Vaše,441545fb-7a0c-4555-aea8-01cbe6c14ea3,Puhova,940,484b5c91-1220-43ba-af79-84e712fcc46b,Slovenija avto
d17294f3-5b6c-4313-9243-3f38557967cf,Tabor,3d8122ff-0840-4811-a5ad-c4702fc70269,Pod Rožnikom,313,9a480b5e-0283-4130-a5e2-9d5e996caa4f,Litostrojska
eaad1ba5-14a4-494f-80ae-65294c29a962,Rožna dolina,cddb3822-7daf-4cae-9cc3-6b191e81326b,Yulon,341,2d42d8e2-26a8-4a74-809c-f436d05c8a54,Tbilisijska
d5735919-60bb-4720-a695-9f5155a4f109,Plešičeva,81a7167c-7913-442e-96c5-20dc6e25d74b,Vaše,1046,ccd8a655-468b-4728-a26d-7981bbdd7dec,Zg. Gameljne
5bc3addd-b076-4c60-b850-39f90e674b75,BOKALCE,21fba303-9465-42e6-8942-eaff85a2b40c,Zidarjevec 2,5001,TIMEOUT,TIMEOUT
16578e36-c682-4083-bd29-4973445dc0fe,Gosposvetska,7fad8003-fb10-489d-bf8d-6d433310ad90,Nove Jarše,2059,9cfac7e2-9653-4e52-a6d3-27756d27f817,Kino Šiška
f1d7dbc8-d84b-4550-a3bd-e4748a677e9d,Trnovo,2c0475be-44e7-4f0f-a06d-2c1b4ca15677,MEDVODE nas.,5001,TIMEOUT,TIMEOUT
